fastica0,fastica1,M
0.9374907710265024,-1.556016780333559,1
0.5168632580999711,-1.5492195792868184,1
0.23391142629264186,-1.5622844124045825,1
-0.22504676225134068,-1.5641748663026993,1
-0.3889386648960681,-1.5502547443125638,1
-0.8214089007191856,-1.5461416986707508,1
-0.9646895986860875,-1.5275500426446047,1
-1.390017701105449,-1.521818231103614,1
0.7605137880683648,0.17050610823243875,1
0.33925357995601557,0.1771599087945514,1
0.155744123806524,0.18663370910016544,1
-0.22718540868837386,0.20197516460713527,1
-0.3947842426233469,0.21505510991279572,1
-0.8522053146112735,0.2135130437754981,1
-1.1818953428191303,0.18985498952265203,1
-1.6106586473520021,0.19480821184893998,1
0.7949666879118669,-0.9994416391306797,1
0.3341104168027456,-1.0017622938044715,1
0.2082774555878146,-0.9792161049132478,1
-0.24353859955241222,-0.9794877929121869,1
-0.47161644133426905,-0.9801154262786285,1
-0.8392680458267546,-0.9613112254738195,1
-0.9504557742250919,-0.935445691769385,1
-1.3717159823374407,-0.9287918912072722,1
0.5952086805307945,0.7219179259016544,1
0.1745811676042633,0.7287151269483949,1
0.01819235936145449,0.7443358272785667,1
-0.38498741681310594,0.7550875611903844,1
-0.5052153591617333,0.7789041281157548,1
-0.8993549193673995,0.791704828702425,1
-1.055743727610208,0.8073255290325968,1
-1.5695759071533746,0.7929978746007369,1
0.8167036087933852,-0.4056367100196353,1
0.43250868891916694,-0.39058205480371244,1
0.11249156887370684,-0.41204774257528687,1
-0.21165769925888572,-0.38338372893123324,1
-0.43803679755616404,-0.38362634176265653,1
-0.741141502887069,-0.35019257394283254,1
-0.8891227903468013,-0.33266630742243614,1
-1.319423214428045,-0.3280614735351761,1
0.566772202898275,1.304351044662914,1
0.07002679709031198,1.2938961107594842,1
-0.18236918469682414,1.2877567668809804,1
-0.5496598261725428,1.3066427800224367,1
-0.6724185462721268,1.329885745687504,1
-1.0599594344198238,1.3441820365555992,1
-1.376804948204769,1.3745014475166117,1
2.9179307454462853,-1.1071496821254712,2
2.7344212892967934,-1.0976758818198573,2
2.36740237699781,-1.0787282812086292,2
1.90364622880491,-1.132772447145236,2
0.795329615059827,-1.2818401126197128,2
0.46717670340802586,-1.30514977911174,2
-0.36993343328883127,-1.3927484442364277,2
-0.5855358560145719,-1.3905485209308932,2
2.6951199874578577,0.6089849725816356,2
2.5116105313083663,0.6184587728872496,2
2.0722698912582285,0.6210146400996571,2
1.4096289917496534,0.5218932073162939,2
0.5634786411025056,0.4322455754125416,2
0.298607241232965,0.4232786756444825,2
-0.43906052279837043,0.35821864326496405,2
-0.7129721356444899,0.34720277750026124,2
2.0029204136609344,-0.7256586966279736,2
1.53012404949914,-0.781751829239433,2
0.8918986611256424,-0.8242732281955731,2
0.627027261256102,-0.8332401279636321,2
0.06112360265236293,-0.8593697936251636,2
-0.239908661092755,-0.8765325600926329,2
-0.7154101620261548,-0.882172558901427,2
2.620849734795049,1.181029857484005,2
1.9916645593981306,1.1405574245245085,2
1.943758342782053,1.1807657249529109,2
0.9800851825206757,1.0644815263802871,2
0.7242540006386333,1.0575635931828689,2
-0.35757465941187344,0.9144994280307425,2
-0.6218133640955961,0.9056759287473114,2
-0.9916347833222712,0.9239883406284646,2
2.7693902401206674,0.03694008767926674,2
2.4023713278216836,0.05588768829049481,2
2.218861871672192,0.06536148859610881,2
1.8518429593732089,0.08430908920733687,2
1.6683335052423212,0.09378288940873913,2
0.8673842294287257,0.014380090305252655,2
0.005858581596790777,-0.12981860864665828,2
-0.5962059429011297,-0.16414414090338825,2
2.5465794821322403,1.7530747423863737,2
1.854112797945376,1.698259543381118,2
1.9960511136837649,1.781496143303216,2
1.0594985983367544,1.671358844076941,2
0.5957424521624582,1.6173146780361223,2
-0.39505135600560265,1.4948835794389408,2
-0.4519977885905738,1.5330429131924908,2
-1.1354242568085429,1.4802766808620877,2
1.090541747311888,-1.5213277473456932,3
0.6518338024475682,-1.5186284796486578,3
0.47799725745278876,-1.5069623121835631,3
0.019943490279044285,-1.5086477788054888,3
-0.2262147804482856,-1.5133733448434266,3
-0.5876286788918847,-1.4931553667720487,3
-0.7225018530833947,-1.472658143877469,3
-1.185527938926705,-1.4754705874749163,3
1.1709534401173474,0.3656648408463613,3
0.24344114373154677,0.2575765089731477,3
-0.06382882606245786,0.23899996523910952,3
-0.5150121869905783,0.23887167694237776,3
-0.7159061103734586,0.2444052844313774,3
-1.119781851252419,0.25499927781010445,3
-1.2852108754641218,0.26857101146542367,3
0.9967513133190058,-0.9026408616993169,3
0.6505179697294162,-0.930048461541049,3
0.18405668476491074,-0.9336394936749904,3
-0.008492987353475112,-0.9262146600442289,3
-0.36647168166496014,-0.9052180928623601,3
-0.6765441613789723,-0.924429826004682,3
-1.2243673900635268,-0.9464615582122965,3
1.3461792951502105,0.8921255590426279,3
0.6898734748389247,0.8455062267367826,3
0.5244444506272214,0.8590779603921017,3
-0.06857986089412002,0.8268013941320156,3
-0.3153708268072679,0.8219324276094498,3
-0.6733495231373567,0.8429289948955305,3
-0.9291807040456875,0.8360110624805329,3
-1.413722423940297,0.8283220963186775,3
1.3989073642513599,-0.17154761058351395,3
0.5708374405310813,-0.2570973097115581,3
0.30596604365385627,-0.2660642088014083,3
-0.32321912972445827,-0.30653664186511653,3
-0.6061709585394722,-0.31960147430467195,3
-1.002480333479328,-0.3072925626416574,3
-1.1853570944430014,-0.29767536185141535,3
0.868729266312841,1.4749221778568147,3
0.757541537914504,1.5007877115612491,3
0.10123571760321776,1.454168379255404,3
-0.2721182718744507,1.4206138792849021,3
-0.8651425804034766,1.3883373137030248,3
-1.09385311639744,1.387566280634376,3
-1.5472062910860385,1.3869462041964093,3
1.278946530274069,-1.4275595137582855,4
0.5955200620560995,-1.4803257460886887,4
0.3577693100932421,-1.4831457458321902,4
-0.16293326866602534,-1.4990305781194586,4
-0.3012416449710453,-1.4793119444395817,4
-0.623059477425557,-1.4501195104540907,4
-0.8246493655128373,-1.4447436434981817,4
1.203484364559556,0.27090547394379694,4
0.8391705920244932,0.23939994143056845,4
0.18015963194928647,0.2432337422491797,4
-0.08471176492793857,0.2342668431593295,4
-0.5421328348972612,0.23272477691782006,4
-0.7758156895607906,0.23082676687364945,4
-1.146902499159102,0.24885237778554675,4
-1.3896255697915254,0.2449054010665236,4
1.075408117275134,-0.8337470285011871,4
